   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.9999999999999993e-10	   7.5650851641648000e-13	
   1.5999999999999999e-09	   1.8326031563725682e-12	
   2.4000000000000000e-09	   3.0405196421469487e-12	
   3.1999999999999997e-09	   4.3335045594828663e-12	
   3.9999999999999994e-09	   5.6891030643872956e-12	
   4.8000000000000000e-09	   7.0941139452456597e-12	
   5.5999999999999997e-09	   8.5398703394800267e-12	
   6.3999999999999994e-09	   1.0020262535015690e-11	
   7.1999999999999991e-09	   1.1530762757225804e-11	
   7.9999999999999988e-09	   1.3067888472087518e-11	
   8.7999999999999994e-09	   1.4628882829405832e-11	
   9.5999999999999999e-09	   1.6211512684847356e-11	
   1.0399999999999999e-08	   1.7813934791696830e-11	
   1.1199999999999999e-08	   1.9434603714891577e-11	
   1.1999999999999998e-08	   2.1072138036765804e-11	
   1.2799999999999999e-08	   2.2725542105623879e-11	
   1.3599999999999999e-08	   2.4393772677141619e-11	
   1.4399999999999998e-08	   2.6075972659492436e-11	
   1.5199999999999997e-08	   2.7771386090256427e-11	
   1.5999999999999998e-08	   2.9479341682526743e-11	
   1.6799999999999998e-08	   3.1199239727313753e-11	
   1.7599999999999999e-08	   3.2930541540972578e-11	
   1.8399999999999999e-08	   3.4672760871268271e-11	
   1.9200000000000000e-08	   3.6425456830156108e-11	
   1.9999999999999997e-08	   3.8188228030461544e-11	
   2.0799999999999998e-08	   3.9960707681961118e-11	
   2.1599999999999998e-08	   4.1742559459423647e-11	
   2.2399999999999999e-08	   4.3533473997311385e-11	
   2.3199999999999999e-08	   4.5333165897351131e-11	
   2.3999999999999997e-08	   4.7141371159021920e-11	
   2.4799999999999997e-08	   4.8957844961225768e-11	
   2.5599999999999998e-08	   5.0782359737475166e-11	
   2.6399999999999998e-08	   5.2614703497888794e-11	
   2.7199999999999999e-08	   5.4454678359897020e-11	
   2.7999999999999996e-08	   5.6302099256376422e-11	
   2.8799999999999996e-08	   5.8156792795372758e-11	
   2.9599999999999997e-08	   6.0018596249941857e-11	
   3.0399999999999994e-08	   6.1887356660171210e-11	
   3.1199999999999995e-08	   6.3762930032321429e-11	
   3.1999999999999995e-08	   6.5645180622378768e-11	
   3.2799999999999996e-08	   6.7533980293246638e-11	
   3.3599999999999996e-08	   6.9429207936406026e-11	
   3.4399999999999997e-08	   7.1330748950205097e-11	
   3.5199999999999998e-08	   7.3238494768051100e-11	
   3.5999999999999998e-08	   7.5152342430709638e-11	
   3.6799999999999999e-08	   7.7072194197702227e-11	
   3.7599999999999999e-08	   7.8997957193457837e-11	
   3.8400000000000000e-08	   8.0929543084437640e-11	
   3.9199999999999994e-08	   8.2866867783933880e-11	
   3.9999999999999994e-08	   8.4809851181653916e-11	
   4.0799999999999995e-08	   8.6758416895554130e-11	
   4.1599999999999995e-08	   8.8712492043691538e-11	
   4.2399999999999996e-08	   9.0672007034123291e-11	
   4.3199999999999996e-08	   9.2636896425332634e-11	
   4.3999999999999997e-08	   9.4607164588453575e-11	
   4.4799999999999997e-08	   9.6582612824881826e-11	
   4.5599999999999998e-08	   9.8563253033518577e-11	
   4.6399999999999999e-08	   1.0054902865638003e-10	
   4.7199999999999993e-08	   1.0253982800663664e-10	
   4.7999999999999993e-08	   1.0453573596415637e-10	
   4.8799999999999994e-08	   1.0653661233300191e-10	
   4.9599999999999994e-08	   1.0854235500117965e-10	
   5.0399999999999995e-08	   1.1055307469615833e-10	
   5.1199999999999995e-08	   1.1256862378110571e-10	
   5.1999999999999996e-08	   1.1458891395674641e-10	
   5.2799999999999996e-08	   1.1661403900475358e-10	
   5.3599999999999997e-08	   1.1864381333835788e-10	
   5.4399999999999997e-08	   1.2067835808075254e-10	
   5.5199999999999998e-08	   1.2271747275290996e-10	
   5.5999999999999992e-08	   1.2476129114129852e-10	
