2	0.0023982915172353265	4.6208138563600756e-06	31.12401023789156	18725.0	4527.0	225.0
3	0.0009922615526743743	4.59244485175765e-06	42.26051096116848	18725.0	4527.0	225.0
4	0.0006568326703874383	4.592931363219092e-06	45.04597805359945	18725.0	4527.0	225.0
5	0.00040560872204992886	4.58174191181478e-06	53.11163144989878	18725.0	4527.0	225.0
6	0.0002587078621606047	4.574136818338662e-06	60.285354446359285	18725.0	4527.0	225.0
7	0.00016399254730016855	4.557684348766969e-06	73.32633123345174	18725.0	4527.0	225.0
8	9.544745073442232e-05	4.537636933946217e-06	92.51938687950997	18725.0	4527.0	225.0
9	6.504533215098065e-05	4.5199078186435256e-06	112.12139032729871	18725.0	4527.0	225.0
10	5.01088147030167e-05	4.504103301209844e-06	129.3285517039601	18725.0	4527.0	225.0
11	4.379672473980429e-05	4.4946672572774495e-06	139.60885039359778	18725.0	4527.0	225.0
12	3.2708841205139196e-05	4.479174318164442e-06	164.29441506997972	18725.0	4527.0	225.0
13	2.9408333915113703e-05	4.469821333531455e-06	175.40024869515108	18725.0	4527.0	225.0
14	2.8718756418190835e-05	4.4701039810667645e-06	178.24528641857424	18725.0	4527.0	225.0
15	2.734224509435611e-05	4.4647127703169565e-06	183.893863083641	18725.0	4527.0	225.0
16	2.623244266818303e-05	4.4623381312442495e-06	188.6277624078296	18725.0	4527.0	225.0
17	2.6226436454509418e-05	4.461131747991997e-06	189.2137620136389	18725.0	4527.0	225.0
18	2.551597463987892e-05	4.461243322236045e-06	192.7669379747425	18725.0	4527.0	225.0
19	2.2878456413694402e-05	4.453392733578009e-06	204.95737133475964	18725.0	4527.0	225.0
20	2.1906540097794003e-05	4.452227493383587e-06	210.3417812729586	18725.0	4527.0	225.0
21	2.171101834153632e-05	4.4523791813351215e-06	211.7270070641441	18725.0	4527.0	225.0
22	2.1525813887146014e-05	4.4522638726182645e-06	212.93371858198137	18725.0	4527.0	225.0
23	2.1402061488439102e-05	4.451616489810198e-06	214.0807822517273	18725.0	4527.0	225.0
24	2.14804021790225e-05	4.451211479247813e-06	213.91179074204348	18725.0	4527.0	225.0
25	2.174874073803975e-05	4.450996481098357e-06	212.60450694654597	18725.0	4527.0	225.0
26	2.1759680403973204e-05	4.449589754104703e-06	213.00581971216255	18725.0	4527.0	225.0
27	2.1554610394342002e-05	4.452692027273157e-06	214.3560681004698	18725.0	4527.0	225.0
28	2.1080140387570192e-05	4.4496993990938944e-06	217.38170189362032	18725.0	4527.0	225.0
