E0	Eb	d0
73575.96963198896	3034.24717874007	83.37522578468945
4526.84737539893	-28150241.390630286	15288341.322428769
13900.93862049121	835.1866923849191	179.20225694848546
7155.625216342403	715.7419020907636	256.6460910958087
3158.4862147086583	-4689991.070944505	4274792.514586376
29073.56236987958	1281.9615981130323	120.58155315186832
5889.954399249426	1849.9094891236982	122.35523518653014
590436.8579654675	2284.621140028459	31.5055591215124
3086.190064265099	2279.433365085272	342.9562089977764
2469.5972412372125	1440.4083525400283	784.3511495563948
5272.120838646064	1571.0680438315362	216.28420459171343
8009.582210855327	564.416337492618	846.1922592856146
13194.318445392255	1657.5977351343242	85.22208955374482
13185.408273396373	1340.3830896017164	114.67257587574925
28293.401844538203	1540.0330015667673	82.77082518642392
12500.376102350061	1765.5314855005993	110.55951511462621
3493.9219518505374	766.763452975635	351.51115312912475
4292.4565727303125	-46345942.748107955	30159180.975170895
872434.5736261128	2402.2628944329417	27.73409971810803
4550978.599251442	1363.5499484132934	22.72777758409143
65875.94943706831	4110.342042908091	54.233230903306854
9209.607438674837	1531.5241549752066	187.31806970319911
2302568.6600848357	2039.8282203597723	20.82633803408048
3191.1113507176515	968.4436849353253	2332.827770428329
4308.958819456513	-23959452.248450156	14799275.203905497
33622.57100632955	1771.2162056576308	94.84950479934272
3447.4709617191033	-23327260.36268533	15061901.707537768
10503.777271788344	1724.1657248087954	166.47179042411724
3221.9902881287253	-11148925.830560274	12537392.900868226
178673.01217841107	2276.865866871881	42.8773627258965
14957.094264640662	1898.2933239320494	195.41259244267903
3219.1262653756667	1616.006053406441	156.06225251333834
2188.745782706169	4642104.45014042	8685961.713108717
4830.878108192652	797.5787050636965	316.45886988905863
49335.92538062118	2632.8267632644747	54.793744810823064
77667.32630155222	2412.2673749262663	56.42762764904196
3240.935592644018	-31320870.224389534	35355674.04455506
4611.722887937603	1532.077790914943	136.1699384938408
2641.8542550794605	1816.8303358440485	818.5438698733863
74091.74693791337	1645.7239926383684	64.63582743054538
2490.878426466265	1545.921615601121	279.52992703562586
18222.546539848212	1654.4565940953332	103.49340058851995
8819.732379573406	1785.5026889724634	135.3963703640187
18516184.22832968	1714.5878195150647	21.631952476232122
75284.005579501	1579.031969110727	57.62616944929133
