E0	Eb	d0
6631.650653456303	-68587458.8908827	22090188.04184285
-174260.6119564131	3129.9263225622203	28.788834943964925
2525.5927099592463	1061.6833711562097	-901.2831790708573
5477.101059847684	330.0861692191666	860.069691880563
4529.84924660514	-36184902.32915107	19619330.461133134
55449.23629276193	4221.528245377039	71.17896672662309
9996.381105129462	933.962042323835	219.327248515879
3366.881641170011	900.9582714556171	1241.0293103202005
8990.584279654897	2700.294631625622	158.81086252252825
26420.059495152138	2979.596783553567	68.2598095961382
58960.632065574784	2594.2915231721763	95.59184396759625
4798.542446185146	-72.52021748092379	1734.4445943561093
74827.16163797223	2247.4683993096473	59.52565807844755
3853.5709593475426	2067.468080673482	1167.9854872401008
6808.619229604549	1568.049897587724	258.0119859259226
5928.492737334075	1740.701685744488	360.4354266198944
4507.391259365139	-17327149.776838917	13404956.844405195
11677.673702359503	1673.1816074315875	450.07797727046767
4234.636384518154	1792.9610409176216	775.1993351068572
28845.16277682739	1769.1856887503618	102.29153712998905
4618.198865979382	-14140678.759088608	10961251.820614042
19599.908965029674	1841.3067787146065	106.18767425690777
270138.384020694	1823.3653508542918	36.75556769204937
4207.794035111523	1909.8808440924872	1030.5517734450782
4447.095581708574	-43712974.790403076	26172323.996537533
11203.830883607428	2880.91331180584	105.72626662128569
32229.327947030764	2184.990104821391	88.85320189501532
55334.2756215826	2510.8487925447716	55.88709399494398
17229.28299811958	4069.8305575390195	84.18955125407622
4753.237605293763	1350.5285344554745	363.86611888242356
17569.35154103784	2125.108895856056	134.7764532878052
-2291179.6502108565	2373.029041536343	19.53221288048093
31396.39380924268	3391.1844101493925	210.291872737328
16192.310839566007	1980.2612469921407	161.83074381728906
3311.7794163761596	-42380150.119353086	29882093.46716973
14784.354948653154	1744.752095353699	134.55337728318258
3380.8280830713175	-11232580.746495267	10987384.818352148
5684.167668712848	1779.4549686807857	538.7473334008698
15297.453003607552	1903.5888826102175	189.32163763633216
17092.985702567734	1661.123617881752	104.98599261944867
28689.678785879525	3894.793678323147	63.20312483163438
28454.75565724197	3067.6633173991127	269.3208588974751
253036.11884121806	2745.4008642453896	32.31890562886387
6282.115894714341	739.8061929788227	327.2149175606092
493680.2938561987	2434.4622752051255	34.78391376531891
7319.867979097675	2193.9716934498315	174.07674954441063
3625.4141378027466	-53488537.298249945	44009623.473076746
13821.177011914104	1814.5925146129548	103.57718498102017
19532.667323091337	2011.7266161678622	150.53331055458816
14268.537399538109	2062.228815919737	139.46159199357052
9287.013282178112	2299.3394978917872	238.150868385827
15371.369570388511	1889.137967276543	120.94013645991946
23828.55614843838	2220.665170929457	117.82909845736745
22218.85780703284	2135.112233674719	153.87695300941624
14606.848395028177	704.165807832771	504.11675940784636
9746.546734140024	1617.0730803397018	142.40016081026224
19548.648502597785	3561.26021955406	150.27627992881236
9359.400253853275	759.2347674799253	606.8734430210276
20169.399940780022	3946.942907244584	217.6733283503241
41236.63251093007	2584.0331962261516	74.7880665431467
9629.002861441597	894.3001294321889	429.68256872497915
34872.14489129093	2892.3152376626826	80.22455814569251
12245.010869375594	2162.8472392919016	162.15130783359518
126341.87608133571	1948.5762517035296	48.059036634629436
6563.020396127727	1722.6996816895098	217.4627460253373
7986.661774661679	2203.225645545318	222.02168262306566
66415.15343696348	2674.212909220652	52.174047126814116
24800.44946421194	2591.7200480202387	74.44161980122526
9612.19710739457	2573.0606949418175	203.8037686456669
125542.84917187442	2344.556662841994	76.98763506156136
4331270.029821772	2950.272667164679	22.381212447119495
10181.935551568087	5934.12996083938	679.8051157376127
12312.049327308478	924.8258730750256	297.56373739878046
4066.4435734290087	-1049.9926795190809	2267.681494176381
13037.59840410285	3269.853669626291	214.22162236389343
13310.995080203045	1832.0992063463143	185.28085756089598
8830.518162174927	-61930.00223170116	16970.859913106968
20588.57980994881	2802.94091315314	104.66841668155654
14640.419082654382	2413.364221773473	196.7509163172525
35231.465926742996	2305.3682500212603	168.3285386328034
7311.358178209209	1362.1929895902779	233.2535766923897
3793.737006222024	-6264652.087665992	4178331.691760837
60196.6302080923	5070.401050046107	89.49646977244421
8148.8053612742915	1524.20041509802	205.13081177863484
12555.370704010003	1831.545369990925	133.5690543959235
16893.192777400574	2682.0925688261	128.9448927645452
12037.779378834335	3306.093229172328	223.5473888858111
22991.561617955835	3176.991585092451	114.36701490695177
5837.877053703261	1856.4645866925632	376.7015386998998
9341.263426437803	1412.1447973357472	160.28590222166247
10811.788186155067	1349.278504236719	185.16033821877244
5941.376737355568	4021652.917317947	4808525.846319687
106133.00355668864	3365.8278339031167	44.53068769437881
-52973158.9669179	3092.950752476255	14.890327615561755
5228.235956196393	1684.95496984095	339.9531099800113
9503.332917792379	559.6624342088186	575.7226957015473
4545.993401077803	801.7050669117293	767.7674384406353
6101.147396739938	1176.086349256656	596.2492596959593
16459.116278189853	2262.8555003851934	185.24752092182197
4154.8868362270005	1725.6377160879542	291.51470096695243
7169.571808874525	1827.9151717441478	372.91810599882587
4814.505832751093	-30328898.158258103	19909234.890182983
17724.30789926499	3915.743284845231	117.31220257301504
7350.133276835852	1296.6012636705073	223.32379137574577
5931.743318687038	1317.1605048206475	642.3137759322157
16112.083184329926	1688.8173874126182	167.80593041546143
13421.127115536276	1619.7437729573073	165.50268263261205
5785.787974370488	1066.0209605215514	267.2922470975877
4240.066451728868	1016.6746733545914	482.6200517733714
114181.94270518892	2776.2012286044	52.43392662088434
2903.2632733887453	198.15917788616125	1628.3324243456302
12708.915722997594	1417.4918858537078	175.72307467922295
10601.020342492362	1449.306086783197	661.4408656556818
