E0	Eb	d0
3541.7322351269568	133005617.34080143	20561572.69739282
235849.17726627184	17096.026365822436	78.96239917832844
5332.704980220706	17413434.684625953	4013382.8287860956
5934.796636960987	9696792.329327023	10117203.698860556
20756.71129355242	3300.681112934523	88.12569984264631
16823.643198534628	3678.1511219813783	223.7002575614141
26664.657964085105	7692.665160147233	251.01429918525872
5262.625956617313	31576097.012778115	22682468.63913695
2238.527135927345	61714389.88025918	13743899.661698718
71116.45594259613	5677.535506307925	89.1762202183632
15317.041413003115	2902.9668240008828	197.57499348370138
2914.106951124972	88318272.55133767	53999059.18797156
57993.73491362413	16727.329570860657	134.17272735171508
6185.865962096439	3711.7172072035137	186.67779867980485
16559.732629090984	4084.936220124326	138.0825126988505
15230.705011933378	8288.748918001384	289.8842889793639
143403.29126487474	2281.1309647881467	52.2934686054783
25821.938546733363	2804.5383752977173	65.72882257348327
12573.47358603057	1896.098027252288	118.05221413635667
9205.048419741788	3256.630658738227	74.96736494213724
9877.850941837607	1253.9521554595385	189.03601875861455
16497.720516754387	2156.924057804445	109.87867433657175
19940.635715209384	4024.554559499594	66.78266755846235
5962.456374258596	4532.040638849687	512.9904989971848
8129.977632881255	4715.5730596844805	147.54500328901085
8138.03792974449	2220.2861627454513	243.7920158240673
9172.622869118679	706.123063384532	272.6117542498316
1416.8284099546668	25077377.222444147	15604179.489531701
2663.4115650589574	35065824.814985454	16100433.221866047
14202.08603178832	2076.342903143372	192.89830164507282
116512.42357686946	3697.1129611073843	41.553764534122415
26509.096615929884	2687.1895373340476	160.95889919124284
15982.914649628525	2195.117440513047	71.0616658293243
24554.566255598984	2548.46469262993	58.5982145360087
7347.586053558114	2541.1608565528522	115.83868301201434
61367.85687648014	3605.2519722955353	50.71900709373168
10576.629978656829	2587.8706387859484	143.44122442694362
51797.22930400754	4504.292735086687	127.92370666219226
3384.863757637365	22762836.505334787	16072900.003763895
16310.040897307466	3643.6910536511527	150.08627709879616
4013.7685286915125	53704825.02222714	25256668.58341568
106023.44038923435	3487.3838470333	30.698209314489944
12528.571870198275	2757.368609030657	69.44112614171792
9183.485816568458	2380.3240795649654	208.7087594528004
16869.103053758594	2337.534455800313	81.87001072137859
7133.290177184333	1720.855408659233	297.337144281132
960.8074880423165	57510385.52297955	15388522.883253433
443775.6474365885	3436.6896751062154	32.241148577401674
7571.7721978433665	1728.764796224794	154.74168869253785
999840.1695582718	2645.6497233819523	25.290675931001033
6203.457735691307	2378.1601881784036	155.17267956698362
2955.3618406037995	200845107.81025174	53335425.68390233
31585.77937421943	2614.403906765924	52.5987294674039
12111.340002661316	2070.0327318805303	118.38917868203463
7387.897297665358	1432.211438245035	153.11817604139753
7263.150625697405	1989.7911019385072	172.97544974389328
4068.4776616795903	417.28044603552956	823.6251754753758
6891.573165526721	745.1040412232397	336.3580424845527
42006.05675788159	6693.768074446271	103.09180444697945
4687.272885986286	3283.9011287032577	386.1798893025958
4952.912994806472	1805.4520137362476	234.75851707161576
5030.423750183291	-33711066.24010929	21623085.901919667
96103.24043272427	2735.3553096985906	37.97961603952623
11239.001051758734	782.670800277536	178.37088512786843
7840.760284164932	1097.1596514159608	291.1564656845856
9695962074.683432	3460.0148333831826	8.63078839208732
4217.729382233567	1700.0792664368494	416.40941824589544
26808.02248449655	1740.866359664596	94.77261880700624
18736.35888424489	2389.9136978590595	89.86967219447648
249473.22945655012	2700.833618746097	39.31701136258833
802883.1033853366	4040.088068012608	28.434603945472208
20400.14540011969	2082.7553603581423	100.28544802941357
14352.093059657034	2425.112078758049	58.45404149355891
44747.719425404546	2574.795544439066	53.62105692842061
10052.411406922361	1677.3675673446864	158.37465772467803
59358.927213422234	1968.411777616936	66.77181707815639
13972.336636545304	1017.7599094614721	152.41752951773523
3743.5016076543443	18408786.672144704	24711295.676666215
21605.580942562236	2406.23331541717	85.2324945552821
7369.5974044031045	2130.117486263517	204.61425958089495
155395.11657027292	3869.2903737592023	36.396536009401586
125774.30608703953	3125.226842884832	35.48135155194675
15187.834470932623	2793.4432976158437	75.52051162299955
22403.039294341143	1678.4083937578066	99.31658715418753
3775.0359765687413	379.3441387552773	832.685227171333
25361.199693581875	1775.030791507628	91.3871236400789
5208.608800825714	1888.4851681930672	197.55864414739898
11819.046287010955	2702.136086391758	100.90081386513981
6736.428178063412	1682.6976341794034	142.5029958430377
346.05860629279937	77986377.06674063	29644891.252115246
8999.727415801952	2719.8407300943463	130.27556039842707
21221.737118814748	2166.4778633336623	84.51558598951338
10008.117363496756	918.9418720345726	174.60337277881382
8389.593716046491	1645.374628214489	139.63226332358576
21249.95377457857	1417.290144237991	111.97339874806957
6465.359050957584	-32977229.924155187	10630249.230428532
26807.44618045944	4897.896971803673	128.8420604478646
7809.377988698748	6082.286449439922	204.80925392423893
10597.832859668171	-4096.395090627496	2681.614974072133
8937.449089388745	-18803158.95366196	3265544.5880530407
7087.084377660128	12500764.305849645	11218815.069551608
91676.18953376198	2698.4610607866693	71.47040282503077
8287.363498572966	576.2023993545673	801.6024598553453
3635.673663291707	-9252767.300620174	8253186.860971583
37120.60613143315	5047.507760674646	162.49724146908486
10157.922922740127	3050.41388378297	106.42299872101971
19618.266086092954	2801.613686491612	384.366388473089
4679.181502697617	-6497729.043047125	3866375.032618977
83941.73965682411	3498.206796620089	72.27333092822695
11234.769022796998	1864.101935657234	367.9922967993652
21200.376225808242	3737.474895435839	113.22066176620457
17709.210510256304	2746.4251076445885	136.76912494732352
