mean fit 1 params E0, Eb, d0	2.307888077207947e-05	2.965760405128028e-06	144.5176902822884
mean fit 1 std dev E0, Eb, d0	2.31207862784507e-06	6.348017664054204e-09	6.221278924370641
mean fit 2 params E0, Eb, d0	1.8688625687264523e-05	2.5136825437705265e-06	174.09417571090512
mean fit 2 std dev E0, Eb, d0	1.4691483720014644e-05	1.6525677724931638e-06	138.20239931174567
mean fit 3 params E0, Eb, d0	0.00010426636310938315	2.967868984207e-06	105.73599791814509
mean fit 3 std dev E0, Eb, d0	4.579495590640555e-05	6.059026810313544e-09	9.564403780856257
mean fit 4 params E0, Eb, d0	2.2560431656557687e-05	2.983163440504606e-06	142.74961458187641
mean fit 4 std dev E0, Eb, d0	2.483209662642123e-05	1.491429333888304e-06	123.33168370757818
Ex	Ey
31.0	4945.686980558741
32.00051626226123	4825.685274292785
33.00103252452246	4771.436037871325
34.00154878678369	4838.481323918044
35.002065049044916	5038.232352697908
36.002581311306145	5173.186987311737
37.00309757356737	5426.425000023629
38.0036138358286	5913.805379531072
39.00413009808983	6444.410789800913
40.00464636035106	7031.517289961034
41.00516262261229	7380.766509310342
42.00567888487352	7633.074769595607
43.00619514713475	7917.935215679708
44.006711409395976	7983.360763731893
45.007227671657205	7867.811221940796
46.007743933918434	7586.841292345787
47.00826019617966	7227.011581855324
48.00877645844089	6771.968492002362
49.00929272070212	6329.847760330322
50.00980898296335	5864.021637990275
51.01032524522458	5419.077541369156
52.01084150748581	5125.72197712175
53.011357769747036	4807.29810180471
54.011874032008265	4370.0246779517975
55.01239029426949	3979.7067992022207
56.012906556530716	3834.8825423029343
57.013422818791945	3777.923354114544
58.013939081053174	3769.1085381949947
59.0144553433144	3766.3122577857207
60.01497160557563	3615.5220395401416
61.01548786783686	3612.557991365066
62.01600413009809	3888.3943751760326
63.01652039235932	4161.288557279026
64.01703665462054	4384.833113445066
65.01755291688178	4667.501001790837
66.018069179143	4947.85591512355
67.01858544140424	4883.2782614991565
68.01910170366546	4700.398424070597
69.0196179659267	4588.426472398718
70.02013422818791	4497.199172113181
71.02065049044916	4473.214966781687
72.02116675271037	4302.027963136474
73.02168301497161	4184.884923336923
74.02219927723283	4101.919617330767
75.02271553949407	3983.3068776881964
76.02323180175529	3969.4590678295235
77.02374806401653	3857.713803212455
78.02426432627774	3705.7852631736177
79.02478058853897	3481.226147384205
80.0252968508002	3378.0041309786884
81.02581311306143	3373.0532791430737
82.02632937532266	3426.5189235530565
83.02684563758389	3547.047939884725
84.02736189984512	3754.3279584819475
85.02787816210635	3935.546872800812
86.02839442436758	3981.600765967881
87.0289106866288	4046.6822254514864
88.02942694889003	4201.424362347049
89.02994321115126	4377.936634111566
90.03045947341249	4498.870906819084
91.03097573567372	4489.480076218386
92.03149199793495	4389.543245886458
93.03200826019618	4433.125682835273
94.03252452245741	4479.341151960969
95.03304078471864	4472.919792119706
96.03355704697987	4401.986794351329
97.0340733092411	4369.089463184719
98.03458957150232	4265.616490584084
99.03510583376355	4063.8942623459966
100.03562209602478	3886.9672090823633
101.03613835828601	3735.308699905944
102.03665462054724	3635.8081371935878
103.03717088280847	3487.305336793493
104.0376871450697	3450.938920347747
105.03820340733093	3447.9188145340286
106.03871966959215	3379.17932191645
107.03923593185338	3496.5544247406738
108.03975219411461	3551.8580877156596
109.04026845637584	3664.852167655819
110.04078471863707	3658.236968428973
111.0413009808983	3680.683753603694
112.04181724315953	3754.3167378209173
113.04233350542076	3830.2313223957135
114.04284976768199	3915.7918611324826
115.04336602994321	4003.5539976885616
116.04388229220444	4125.191815134574
117.04439855446567	4198.203927005102
118.0449148167269	4201.163117329377
119.04543107898813	4227.576211999214
120.04594734124936	4283.100654688663
121.04646360351059	4288.109986593108
122.04697986577182	4275.214629124768
123.04749612803305	4225.067989771463
124.04801239029428	4072.549636086739
125.0485286525555	3943.359286910044
126.04904491481673	3864.5458219696648
127.04956117707795	3749.9585187151292
128.0500774393392	3586.127264391444
129.0505937016004	3485.1155984707666
130.05110996386162	3393.9030584748393
131.05162622612286	3332.5652152616035
132.0521424883841	3276.2423411796854
133.05265875064532	3284.791553177324
134.05317501290654	3244.3041205831
135.05369127516778	3223.981478071829
136.05420753742902	3271.006144788464
137.05472379969024	3320.7729491306077
138.05524006195145	3449.332195467072
139.0557563242127	3474.3796319537614
140.05627258647394	3569.451086263655
141.05678884873515	3603.209997559788
142.05730511099637	3671.481182421828
143.0578213732576	3809.73999047576
144.05833763551885	3906.7551713922303
145.05885389778007	4032.2585108896733
146.05937016004128	4089.256402534283
147.05988642230253	4072.5258792819864
148.06040268456377	4034.6774989986466
149.06091894682498	3972.0497328018387
150.0614352090862	3879.130583891663
151.06195147134744	3888.8572141766226
152.06246773360868	3824.8160995968874
153.0629839958699	3755.9393396656787
154.0635002581311	3715.7781608895634
155.06401652039236	3701.388995870897
156.0645327826536	3720.9632629008374
157.06504904491482	3762.9193963088283
158.06556530717603	3737.587206944303
159.06608156943727	3657.5589330766584
160.0665978316985	3615.4111224734743
161.06711409395973	3551.6777693392714
162.06763035622095	3514.2858709217085
163.0681466184822	3521.974343472131
164.0686628807434	3562.9178710682568
165.06917914300465	3553.1363302802724
166.06969540526586	3527.89626659337
167.0702116675271	3508.943878097321
168.07072792978832	3566.5312283421754
169.07124419204956	3668.5209430557006
170.07176045431078	3687.8648825977775
171.07227671657202	3650.460915942973
172.07279297883323	3515.3389866035513
173.07330924109448	3432.7792174937495
174.0738255033557	3446.20653942588
175.07434176561694	3422.375709540869
176.07485802787815	3487.4789190831884
177.0753742901394	3548.6081164451816
178.0758905524006	3581.980558329329
179.07640681466185	3617.74158293471
180.07692307692307	3685.485478751895
181.0774393391843	3676.077004723447
182.07795560144552	3709.224318191838
183.07847186370677	3673.2427458031434
184.07898812596798	3609.5104420437146
185.07950438822922	3458.393672225249
186.08002065049044	3328.9921014953297
187.08053691275168	3247.1460260535796
188.0810531750129	3267.0518804158396
189.08156943727414	3274.047941600052
190.08208569953536	3206.263016219508
191.0826019617966	3162.1213210935957
192.0831182240578	3108.542739083234
193.08363448631906	3045.4390900115477
194.08415074858027	3022.636501581812
195.0846670108415	2967.1786582603177
196.08518327310273	2972.0365768129336
197.08569953536397	2964.260079876571
198.0862157976252	2996.2866015335326
199.08673205988643	3056.919733051663
200.08724832214764	3156.017771984979
201.0877645844089	3249.195921632108
202.0882808466701	3266.9096522436444
203.08879710893135	3255.7603621496587
204.08931337119256	3292.261009399703
205.0898296334538	3307.8249337125158
206.09034589571502	3263.1208704386677
207.09086215797626	3176.5739926339966
208.09137842023748	3024.1550603913174
209.09189468249872	2953.253496553902
210.09241094475993	2905.849110451996
211.09292720702118	2888.8015249631258
212.0934434692824	2866.601600733744
213.09395973154363	2852.587675806015
214.09447599380485	2907.9607184453166
215.0949922560661	2946.684490099653
216.0955085183273	3010.63336283833
217.09602478058855	3044.2780058911985
218.09654104284976	3051.3437591468055
219.097057305111	3179.427882538415
220.09757356737222	3347.792615933421
221.09808982963347	3437.3062447776792
222.09860609189468	3490.623617124365
223.0991223541559	3554.0087061546083
224.09963861641714	3607.231596367708
225.10015487867835	3614.843166409941
226.1006711409396	3574.6324864013777
227.1011874032008	3580.1704385281505
228.10170366546205	3485.3965854876556
229.10221992772327	3386.341098853744
230.1027361899845	3264.502658174779
231.10325245224573	3229.8537295965116
232.10376871450697	3220.3579457527526
233.10428497676818	3149.7871562827963
234.10480123902943	3032.1727243160217
235.10531750129064	2984.942685052319
236.10583376355189	2977.5415626620243
237.1063500258131	3069.2727652957724
238.10686628807434	3127.7568016031382
239.10738255033556	3110.3214551767273
240.1078988125968	3139.074491379977
241.10841507485802	3172.481396473781
242.10893133711926	3233.564848612067
243.10944759938047	3261.924475102759
244.10996386164172	3285.835639178643
245.11048012390293	3354.5930584268913
246.11099638616417	3361.7810015617524
247.1115126484254	3359.3151161059245
248.11202891068663	3295.2195140570093
249.11254517294785	3170.2429656941385
250.1130614352091	3120.277836377823
251.1135776974703	3096.3905443902327
252.11409395973155	3043.860184872431
253.11461022199276	2995.935397769588
254.115126484254	2929.548052012811
255.11564274651522	2867.1556353564274
256.11615900877644	2751.2805562185886
257.1166752710377	2663.883423453256
258.1171915332989	2677.235165386543
259.11770779556014	2693.2460539176323
260.1182240578214	2680.611462006853
261.11874032008257	2672.087670747359
262.11925658234384	2675.1068825410534
263.11977284460505	2782.043606329584
264.12028910686627	2895.9477971030155
265.12080536912754	2988.7040046697466
266.12132163138875	3032.031305489527
267.12183789364997	3063.9008746540117
268.12235415591124	3178.214073201888
269.1228704181724	3289.574538426136
270.12338668043367	3298.735645779196
271.1239029426949	3297.54072534892
272.1244192049561	3256.8054439405137
273.12493546721737	3207.061072815651
274.1254517294786	3146.4161216763446
275.1259679917398	3097.929077943085
276.12648425400107	3104.218783077597
277.1270005162622	3116.126275522431
278.1275167785235	3086.0926178482114
279.1280330407847	3053.0036498415757
280.12854930304593	3006.3067202850048
281.1290655653072	2960.9883973845085
282.1295818275684	2949.9024496920892
283.13009808982963	2954.7787115642304
284.1306143520909	3009.5271292731404
285.13113061435206	3089.4292519411633
286.13164687661333	3184.0882440677738
287.13216313887455	3259.203034432268
288.13267940113576	3297.3049002215284
289.133195663397	3340.0113072899453
290.13371192565825	3393.57870625411
291.13422818791946	3397.8738423741665
292.1347444501807	3386.177655575802
293.1352607124419	3321.9133738284704
294.13577697470316	3239.5773386468827
295.1362932369644	3142.461413106053
296.1368094992256	3048.299795353116
297.1373257614868	2991.357255144879
298.1378420237481	2953.6284911967496
299.1383582860093	2958.4945214038103
300.1388745482705	3013.1902224618084
301.1393908105317	3032.0711060018207
302.139907072793	3022.3946564522516
303.1404233350542	3013.950034681732
304.1409395973154	2971.664181577301
305.14145585957664	2985.495930498468
306.1419721218379	2984.2203240117137
307.1424883840991	3039.418129456619
308.14300464636034	3133.428478638776
309.14352090862155	3185.2744957122172
310.1440371708828	3253.385004937853
311.14455343314404	3292.6386459790438
312.14506969540525	3316.898415097221
313.14558595766647	3324.121984562843
314.14610221992774	3324.2950464413384
315.14661848218896	3303.2916566341873
316.14713474445017	3325.746299698127
317.1476510067114	3319.358528788271
318.14816726897266	3279.758579601346
319.14868353123387	3211.6297567024885
320.1491997934951	3140.50841098455
321.1497160557563	3109.272013555566
322.1502323180176	3063.2251014551007
323.1507485802788	3009.6582512954806
324.15126484254	3003.4896639780895
325.1517811048012	2945.0840355695823
326.1522973670625	2893.0705127075603
327.1528136293237	2768.5002350048953
328.1533298915849	2682.8487729405724
329.15384615384613	2625.296212114726
330.1543624161074	2602.0517410211132
331.1548786783686	2565.4868956242112
332.15539494062983	2572.4687222441326
333.15591120289105	2541.220536982478
334.1564274651523	2532.2629838578055
335.15694372741353	2512.130917181219
336.15745998967475	2556.5640178196168
337.15797625193596	2607.6177811805755
338.15849251419723	2656.491355513898
339.15900877645845	2748.16878466935
340.15952503871966	2816.572459998308
341.1600413009809	2927.690395558305
342.16055756324215	3006.8369915812755
343.16107382550337	3051.110229188341
344.1615900877646	3064.145468310175
345.1621063500258	3052.876312050538
346.16262261228707	3035.63343039923
347.1631388745483	3068.2537386534577
348.1636551368095	3097.1869671549357
349.1641713990707	3112.465869473279
350.164687661332	3075.8306599030193
351.1652039235932	3024.815669934934
352.1657201858544	2983.0286802686733
353.1662364481156	2957.039489665901
354.16675271037684	2925.1447163995667
355.1672689726381	2943.268662118095
356.1677852348993	2965.987866626266
357.16830149716054	3035.3132586985334
358.16881775942176	3032.747106782745
359.169334021683	3018.1746339926494
360.16985028394424	3036.730838146482
361.17036654620546	3117.6993771490356
362.1708828084667	3206.8275697770578
363.17139907072794	3296.4567726430087
364.17191533298916	3308.6732255795346
365.1724315952504	3333.2506572498755
366.1729478575116	3314.845906398034
367.17346411977286	3302.6149933040083
368.1739803820341	3300.61142435596
369.1744966442953	3273.327311946675
370.1750129065565	3239.4835647624677
371.1755291688178	3201.0857676107616
372.176045431079	3214.4847249271506
373.1765616933402	3216.21862036149
374.1770779556014	3179.3957834760654
375.1775942178627	3121.056117856591
376.1781104801239	3058.7508157920483
377.1786267423851	2997.224376949244
378.17914300464633	2956.9952484489495
379.1796592669076	2892.7333621640846
380.1801755291688	2842.73083058293
381.18069179143004	2783.498429176296
382.18120805369125	2750.738012862926
383.1817243159525	2737.4928522311834
384.18224057821374	2746.475663683614
385.18275684047495	2721.9235962906837
386.18327310273617	2726.309880791673
387.18378936499744	2767.040534539284
388.18430562725865	2854.8071909814134
389.18482188951987	2951.948969169734
390.1853381517811	3016.9574253527553
391.18585441404235	3046.2137790966403
392.18637067630357	3078.039249693605
393.1868869385648	3106.282283806401
394.187403200826	3130.195370318502
395.18791946308727	3128.110793693384
396.1884357253485	3141.234474569922
397.1889519876097	3153.353707360173
398.1894682498709	3160.72521958723
399.1899845121322	3138.4994765303577
400.1905007743934	3108.4152088736532
401.1910170366546	3013.5423111995906
402.19153329891583	2952.4243281007693
403.1920495611771	2922.049541703202
404.1925658234383	2910.7981990182543
405.19308208569953	2889.1260990980763
406.19359834796074	2880.6723670212496
407.194114610222	2896.4069124015246
408.19463087248323	2942.6433393466295
409.19514713474445	3022.9377463411515
410.19566339700566	3053.6449340789377
411.19617965926693	3066.371402777037
412.19669592152815	3067.2736279392575
413.19721218378936	3104.5378692501563
414.1977284460506	3148.8204584897276
415.1982447083118	3172.093452246624
416.19876097057306	3117.92453426429
417.1992772328343	3045.1234175193395
418.1997934950955	2999.4852772015947
419.2003097573567	2970.1246699946973
420.200826019618	2987.3319520538503
421.2013422818792	3012.4623950371847
422.2018585441404	3048.1656975633214
423.2023748064016	3044.5252445707824
424.2028910686629	2997.702930914797
425.2034073309241	2924.7453196478264
426.2039235931853	2887.4207990376735
427.20443985544654	2834.1628422393164
428.2049561177078	2799.136538469552
429.205472379969	2765.2731082611426
430.20598864223024	2747.9511757669875
431.20650490449145	2760.9248512336226
432.2070211667527	2727.9285552416086
433.20753742901394	2699.966701690782
434.20805369127515	2664.8232324375062
435.20856995353637	2654.975292484707
436.20908621579764	2601.686345985184
437.20960247805886	2574.8651049954055
438.21011874032007	2558.9139860756745
439.2106350025813	2563.4495211315684
440.21115126484256	2619.6975804810168
441.21166752710377	2674.110563325976
442.212183789365	2706.019809775569
443.2127000516262	2723.665017775099
444.2132163138875	2764.4539943119
445.2137325761487	2815.072860743041
446.2142488384099	2896.9962496345097
447.2147651006711	2937.7154497201795
448.2152813629324	2966.1269296601195
449.2157976251936	2960.318935609468
450.2163138874548	2942.943688474827
451.21683014971603	2942.3114542898575
452.2173464119773	2949.5892062875587
453.2178626742385	2991.4378555764797
454.21837893649973	3004.0994348542004
455.21889519876095	3011.8107353645582
456.2194114610222	3002.1670228213256
457.21992772328343	2995.7688304569983
458.22044398554465	2978.8780561943604
459.22096024780586	2946.4562465847275
460.22147651006713	2887.489578300845
461.22199277232835	2831.904731666487
462.22250903458956	2802.4459473608645
463.2230252968508	2783.289882266065
464.22354155911205	2738.500155449316
465.22405782137326	2682.949576756769
466.2245740836345	2636.7600537382086
467.2250903458957	2570.5735015414148
468.22560660815697	2515.935056417837
469.2261228704182	2476.150209051015
470.2266391326794	2451.3570700015543
471.2271553949406	2455.5971604862775
472.2276716572019	2509.6793629135577
473.2281879194631	2545.857379611477
474.2287041817243	2571.2844074862883
475.2292204439855	2589.5352696343657
476.2297367062468	2586.4580712665966
477.230252968508	2591.49002447406
478.2307692307692	2607.10720454825
479.23128549303044	2676.7735083664247
480.23180175529166	2748.838999967006
481.2323180175529	2834.404065791325
482.23283427981414	2875.5402224581835
483.23335054207536	2932.3506564929166
484.23386680433657	2932.608780841434
485.23438306659784	2892.90580841997
486.23489932885906	2867.4879408929332
487.2354155911203	2880.168421393957
488.2359318533815	2899.377776437252
489.23644811564276	2898.079478787202
490.236964377904	2869.996852207922
491.2374806401652	2853.091609437589
492.2379969024264	2829.313310385661
493.2385131646877	2801.9734725947906
494.2390294269489	2787.1361222868813
495.2395456892101	2800.12105066157
496.2400619514713	2835.122880582725
497.2405782137326	2844.5343278595287
498.2410944759938	2805.7718645166838
499.241610738255	2759.450594455339
500.24212700051623	2733.798131397667
501.2426432627775	2734.0287889287024
502.2431595250387	2727.11687345809
503.24367578729994	2749.9797471884085
504.24419204956115	2774.800548303015
505.2447083118224	2817.5002776232654
506.24522457408364	2905.31556172221
507.24574083634485	3008.7162918965305
508.24625709860607	3083.952182223126
509.24677336086734	3108.2056437335305
510.24728962312855	3133.321972226165
511.24780588538977	3116.95931890807
512.2483221476509	3077.136493801512
513.2488384099122	3071.335719657946
514.2493546721735	3085.179206546323
515.2498709344347	3043.751053707185
516.2503871966959	2983.4194127880287
